Key,Year,CompanyCode,CompanyName,OperatingRevenues,NetIncomeAfterTax,CapitalStock,EPS
2013_3041,2013,3041,揚智,4155584,890788,3109491,3.05
2013_3054,2013,3054,萬國,2443691,289775,1064251,2.89
2013_3094,2013,3094,聯傑,350236,71943,852891,0.87
2013_3189,2013,3189,景碩,23102827,3224093,4460000,7.23
2013_3257,2013,3257,虹冠電,734874,213320,522127,4.85
2013_3443,2013,3443,創意,6176741,289204,1340119,2.16
2013_3474,2013,3474,華亞科,58992667,21200238,60827599,3.66
2013_3519,2013,3519,綠能,13257889,-2428169,3441285,-7.26
2013_3532,2013,3532,台勝科,9862583,314077,7756966,0.4
2013_3545,2013,3545,旭曜,9362444,363725,1402085,2.62
2013_3559,2013,3559,全智科,1074499,124059,1179685,1.05
2013_3579,2013,3579,尚志,13885630,-644435,1155973,-5.57
2013_3583,2013,3583,辛耘,3067640,249417,811390,3.13
2013_3588,2013,3588,通嘉,1061958,113103,450368,2.51
2013_3598,2013,3598,奕力,9628256,213817,719056,3
2013_3638,2013,3638,F-IML,1988918,429673,783184,5.46
2013_3686,2013,3686,達能,1011473,-624268,2648233,-2.41
2013_4919,2013,4919,新唐,6809449,259215,2075544,1.25
2013_4952,2013,4952,凌通,3175203,305431,1088158,2.81
2013_5269,2013,5269,祥碩,1188983,86984,563879,1.54
2013_5280,2013,5280,F-敦泰,4853231,1267355,550899,30.2
2013_5305,2013,5305,敦南,9610689,154634,4474773,0.35
2013_5471,2013,5471,松翰,3642339,514808,1678770,3.07
2013_6145,2013,6145,勁永,11070861,10487,3255333,0.03
2013_6202,2013,6202,盛群,3894361,744945,2289780,3.32
2013_6239,2013,6239,力成,37604981,-4005195,7791466,-5.24
2013_6243,2013,6243,迅杰,762503,-73585,752977,-0.99
2013_6257,2013,6257,矽格,5239226,877909,3664595,2.44
2013_6271,2013,6271,同欣電,7929440,1583473,1629071,9.72
2013_6286,2013,6286,立錡,10728649,1373687,1485173,9.25
2013_6415,2013,6415,F-矽力,2087181,530301,630403,9.59
2013_8016,2013,8016,矽創,6337663,428565,1191476,3.63
2013_8081,2013,8081,致新,3896509,542562,861721,6.33
2013_8110,2013,8110,華東,8870585,322378,5006680,0.65
2013_8131,2013,8131,福懋科,8961086,116936,4422222,0.26
2013_8261,2013,8261,富鼎,2011172,-116924,1784859,-0.78
2013_8271,2013,8271,宇瞻,9835612,447210,1344667,3.33
2013_2301,2013,2301,光寶科,213214297,8754848,23276257,3.83
2013_2305,2013,2305,全友,707029,-48811,2056608,-0.24
2013_2324,2013,2324,仁寶,692748293,2467211,44134467,0.57
2013_2331,2013,2331,精英,63441903,3624282,7335801,3.44
2013_2352,2013,2352,佳世達,119230535,709272,19667820,0.36
2013_2353,2013,2353,宏碁,360132042,-20519428,28347268,-7.54
2013_2356,2013,2356,英業達,461091703,7074172,35874751,1.97
2013_2357,2013,2357,華碩,463286507,21449895,7427603,28.66
2013_2358,2013,2358,美格,1563065,-130531,850000,-1.54
2013_2361,2013,2361,鴻友,284989,-36989,724634,-0.51
2013_2362,2013,2362,藍天,17987748,2971435,6891630,4.53
2013_2364,2013,2364,倫飛,912508,-194587,1901615,-1.06
2013_2365,2013,2365,昆盈,8729893,3750,2908001,0.01
2013_2376,2013,2376,技嘉,51118994,2355536,6265714,3.76
2013_2377,2013,2377,微星,71879047,1972857,8448562,2.34
2013_2380,2013,2380,虹光,2818145,-246025,2202176,-1.14
2013_2382,2013,2382,廣達,880401954,18618002,38626274,4.84
2013_2385,2013,2385,群光,74539148,3782029,6867216,5.83
2013_2387,2013,2387,精元,12794636,104790,3637803,0.3
2013_2395,2013,2395,研華,30660034,4106397,5694000,7.26
2013_2397,2013,2397,友通,2311728,253347,1148399,2.21
2013_2399,2013,2399,映泰,4608578,122620,1781000,0.69
2013_2405,2013,2405,浩鑫,16332832,474978,3503603,1.38
2013_2417,2013,2417,圓剛,1059911,-170737,2069453,-0.84
2013_2424,2013,2424,隴華,455366,212250,300000,7.08
2013_2425,2013,2425,承啟,6139231,352042,945059,3.73
2013_2438,2013,2438,英誌,32727,-13267,484942,-0.27
2013_2442,2013,2442,新美齊,794394,110320,1724915,0.64
2013_2465,2013,2465,麗臺,2009330,-99716,1071746,-0.93
2013_3002,2013,3002,歐格,479206,50757,1020000,0.5
2013_3005,2013,3005,神基,15217618,402387,5820362,0.69
2013_3013,2013,3013,晟銘電,2671160,95649,1821710,0.53
2013_3017,2013,3017,奇鋐,19989632,245920,3533101,0.7
2013_3022,2013,3022,威強電,4890416,1120849,3097306,3.62
2013_3046,2013,3046,建碁,1248708,-174081,1716490,-1.06
2013_3057,2013,3057,喬鼎,3616534,330516,1583465,2.22
2013_3060,2013,3060,銘異,6576544,516107,1742020,3
2013_3231,2013,3231,緯創,624009073,5751341,23781603,2.51
2013_3494,2013,3494,誠研,2063606,-63786,1721735,-0.43
2013_3515,2013,3515,華擎,10360980,1061415,1150416,9.23
2013_3701,2013,3701,大眾控,12818676,-396943,3206891,-1.24
2013_3706,2013,3706,神達,11896934,571287,7609488,0.78
2013_4915,2013,4915,致伸,42319988,668548,4339529,1.55
2013_4916,2013,4916,事欣科,1727621,153446,678990,2.51
2013_4938,2013,4938,和碩,949752028,9554496,23211555,4.16
2013_5215,2013,5215,F-科嘉,1549663,54736,543375,1.01
2013_5264,2013,5264,F-鎧勝,36542605,6122840,3397070,18.1
2013_6117,2013,6117,迎廣,3152587,20475,886500,0.23
2013_6128,2013,6128,上福,1725652,219734,910887,2.41
2013_6166,2013,6166,凌華,6479834,414797,1709224,2.43
2013_6172,2013,6172,互億,272611,9243,466333,0.2
2013_6206,2013,6206,飛捷,4065218,859686,1199651,7.38
2013_6230,2013,6230,超眾,6021383,535632,863434,6.2
2013_6235,2013,6235,華孚,2291230,-94243,1614526,-0.58
2013_6277,2013,6277,宏正,4571012,741273,1194711,6.2
2013_8114,2013,8114,振樺電,2711331,507483,650200,7.81
2013_8163,2013,8163,達方,23501401,2527,3189020,0.01
2013_8210,2013,8210,勤誠,3723563,341832,1201260,2.85
2013_9912,2013,9912,偉聯,625078,-18084,499720,-0.37
2013_2323,2013,2323,中環,15706084,-3535005,27129098,-1.31
2013_2340,2013,2340,光磊,6391594,420061,5456621,0.77
2013_2349,2013,2349,錸德,14753588,-3126948,26154274,-1.22
2013_2374,2013,2374,佳能,26711038,484477,4504684,1.08
2013_2384,2013,2384,勝華,76397725,-10254316,18477784,-5.55
2013_2393,2013,2393,億光,24725947,1470635,4233973,3.51
2013_2406,2013,2406,國碩,8554816,-708988,2919652,-2.43
2013_2409,2013,2409,友達,416363005,4180376,96242451,0.45
2013_2426,2013,2426,鼎元,4141147,-980176,3610176,-2.75
2013_2443,2013,2443,新利虹,516235,641650,1456870,4.4
2013_2448,2013,2448,晶電,22241387,38349,9359711,0.04
2013_2466,2013,2466,冠西電,1345606,-21809,1368073,-0.16
2013_2475,2013,2475,華映,58660484,-4852882,64794541,-0.75
2013_2486,2013,2486,一詮,6680359,216375,2035408,1.06
2013_2489,2013,2489,瑞軒,29505342,1130245,8343620,1.4
2013_2491,2013,2491,吉祥全,945826,-132783,630000,-2.11
2013_2499,2013,2499,東貝,7102587,207121,3303860,0.63
2013_3008,2013,3008,大立光,27433293,9609791,1341402,71.64
2013_3019,2013,3019,亞光,17954790,-857271,2810385,-3.05
2013_3024,2013,3024,憶聲,5015990,-550683,2821575,-1.99
2013_3031,2013,3031,佰鴻,2762165,32336,1966742,0.16
2013_3038,2013,3038,全台,3635599,50694,2261076,0.23
2013_3049,2013,3049,和鑫,5150578,311583,8839508,0.35
2013_3050,2013,3050,鈺德,1002841,-59034,1976551,-0.31
2013_3051,2013,3051,力特,4025820,536622,3253324,1.65
2013_3059,2013,3059,華晶科,19165825,-332012,3902653,-0.88
2013_3061,2013,3061,璨圓,4367557,-1288119,6070607,-2.7
2013_3149,2013,3149,正達,9978690,-1265534,2688389,-4.74
2013_3356,2013,3356,奇偶,2257972,582189,636179,9.15
2013_3383,2013,3383,新世紀,3911944,-449725,2911985,-1.63
2013_3406,2013,3406,玉晶光,9592432,-363903,997711,-3.74
2013_3454,2013,3454,晶睿,4112916,724402,715002,10.28
2013_3481,2013,3481,群創,422730500,5102568,91094288,0.57
2013_3504,2013,3504,揚明光,5258941,238938,1140598,2.09
2013_3514,2013,3514,昱晶,15097630,-591184,4029179,-1.65
2013_3535,2013,3535,晶彩科,419984,-116090,785978,-1.48
2013_3536,2013,3536,誠創,1059719,-142096,1758944,-0.81
2013_3557,2013,3557,嘉威,1092677,-283428,1094342,-2.59
2013_3561,2013,3561,昇陽科,7020681,-369665,3216944,-1.18
2013_3573,2013,3573,穎台,4510380,-95130,1450465,-0.65
2013_3576,2013,3576,新日光,20084253,502480,7770292,0.86
2013_3584,2013,3584,介面,8440496,-388416,1376682,-2.96
2013_3591,2013,3591,艾笛森,2735952,-162271,1160745,-1.42
2013_3593,2013,3593,力銘,223653,-464780,1127431,-4.12
2013_3622,2013,3622,洋華,8269675,-1627463,1512784,-10.76
2013_3669,2013,3669,圓展,1648644,-47654,982370,-0.5
2013_3673,2013,3673,F-TPK,159067439,7188503,3292887,21.9
2013_3698,2013,3698,隆達,13751666,979563,5327302,1.91
2013_4934,2013,4934,太極,5147861,218534,2310450,1.04
2013_4935,2013,4935,F-茂林,4446752,217069,1387331,1.57
2013_4942,2013,4942,嘉彰,9555626,498501,1523046,3.27
2013_4956,2013,4956,光鋐,1322658,60468,1004082,0.6
2013_4960,2013,4960,奇美材,17852579,2446292,4911700,4.98
2013_4976,2013,4976,佳凌,1763194,158218,1000000,1.6
2013_5234,2013,5234,達興,3611587,410847,889315,4.62
2013_5243,2013,5243,F-乙盛,8552616,394886,1719323,2.55
2013_5259,2013,5259,清惠,763780,-68257,716946,-1.04
2013_5484,2013,5484,慧友,2179839,-64093,1185079,-0.55
2013_6116,2013,6116,彩晶,31422076,6176814,29321218,2.11
2013_6120,2013,6120,輔祥,16910703,-861448,4563539,-1.89
2013_6131,2013,6131,悠克,867387,-155060,964205,-1.57
2013_6164,2013,6164,華興,1752183,157540,1183032,1.33
2013_6168,2013,6168,宏齊,4671241,36145,2051615,0.18
2013_6176,2013,6176,瑞儀,63541967,4710551,4650273,10.13
2013_6209,2013,6209,今國光,5420066,74451,1625757,0.46
2013_6225,2013,6225,天瀚,257083,-163887,629348,-2.6
2013_6226,2013,6226,光鼎,1611235,23433,710652,0.33
2013_6278,2013,6278,台表科,41245336,1205992,2700315,4.47
2013_6289,2013,6289,華上,389183,-591318,2692604,-2.2
2013_6405,2013,6405,悅城,2013227,378317,658000,6.24
2013_8072,2013,8072,陞泰,2637127,512055,1000000,5.12
2013_8105,2013,8105,凌巨,11444816,-601513,4414759,-1.36
2013_8215,2013,8215,明基材,18065124,0,3206745,4.42
2013_2314,2013,2314,台揚,6807747,-912023,3352858,-2.28
2013_2321,2013,2321,東訊,7075900,6204,6306652,0.02
2013_2332,2013,2332,友訊,30558474,647609,6475803,1.06
2013_2345,2013,2345,智邦,22637987,558531,5300619,1.06
2013_2402,2013,2402,毅嘉,9588304,367476,3320431,1.11
2013_2412,2013,2412,中華電,227981307,39715693,77574465,5.12
2013_2419,2013,2419,仲琦,6842343,74612,2201934,0.35
2013_2439,2013,2439,美律,11258248,1030857,1762165,5.86
2013_2444,2013,2444,友旺,1541741,-197649,1350595,-1.46
2013_2450,2013,2450,神腦,42711163,1429966,2582527,5.55
2013_2455,2013,2455,全新,2150393,460712,2465412,1.87
2013_2485,2013,2485,兆赫,8373594,773690,3176890,2.44
2013_2496,2013,2496,卓越,151927,-25952,391336,-0.69
2013_2498,2013,2498,宏達電,203402648,-1323785,8423505,-1.6
2013_3025,2013,3025,星通,603841,40122,709206,0.57
2013_3027,2013,3027,盛達,1138854,34841,947939,0.38
2013_3045,2013,3045,台灣大,109143367,15583447,34208328,5.79
2013_3047,2013,3047,訊舟,5857793,141878,1907186,0.75
2013_3062,2013,3062,建漢,12910859,158176,3255814,0.49
2013_3311,2013,3311,閎暉,6865096,267738,1877057,1.43
2013_3380,2013,3380,明泰,24103755,779517,4943441,1.6
2013_3419,2013,3419,譁裕,2914867,-129802,1189094,-1.11
2013_3596,2013,3596,智易,17015101,591180,1637910,4.15
2013_3682,2013,3682,亞太電,20125362,1842776,33056270,0.56
2013_3694,2013,3694,海華,6405244,-258768,1298388,-1.99
2013_3704,2013,3704,合勤控,17434116,344147,4913203,0.72
2013_4904,2013,4904,遠傳,89670579,11770520,32585008,3.61
2013_4906,2013,4906,正文,19929320,455685,3093099,1.48
2013_4977,2013,4977,F-眾達,1702888,197066,490595,4.5
2013_4984,2013,4984,F-科納,988975,2035,451601,0.05
2013_5388,2013,5388,中磊,19076628,844927,2110586,4.19
2013_6136,2013,6136,富爾特,786517,231874,1155364,2.01
2013_6142,2013,6142,友勁,8859867,104430,2725397,0.39
2013_6152,2013,6152,百一,11828464,348865,1724005,2.03
2013_6216,2013,6216,居易,828103,149969,753398,2
2013_6283,2013,6283,淳安,2261166,-190606,1248805,-1.64
2013_6285,2013,6285,啟碁,36653661,1518331,3225014,4.84
2013_8011,2013,8011,台通,1747628,165638,790600,2.11
2013_8101,2013,8101,華冠,30710187,169695,4202701,0.41
2013_1471,2013,1471,首利,5655955,31162,2014677,0.15
2013_1582,2013,1582,信錦,9071513,654915,1498564,4.43
2013_2059,2013,2059,川湖,3770103,1395995,951881,14.89
2013_2308,2013,2308,台達電,177053122,17776202,24375433,7.32
2013_2313,2013,2313,華通,30897875,1854169,11918206,1.56
2013_2316,2013,2316,楠梓電,6137422,274373,3191206,0.87
2013_2327,2013,2327,國巨,24735047,1449623,15437159,0.75
2013_2328,2013,2328,廣宇,15460006,325443,5157674,0.63
2013_2355,2013,2355,敬鵬,19322793,1746049,3974954,4.39
2013_2367,2013,2367,燿華,13277901,248671,5691184,0.44
2013_2368,2013,2368,金像電,17747280,-874134,5649129,-1.57
2013_2375,2013,2375,智寶,1750742,593185,1357363,4.37
2013_2383,2013,2383,台光電,16873122,836020,3124138,2.69
2013_2392,2013,2392,正崴,106156276,2075008,5020095,4.19
2013_2413,2013,2413,環科,4188135,230,1273592,(<<<<<)
2013_2415,2013,2415,錩新,1854257,81697,911774,0.9
2013_2420,2013,2420,新巨,3487133,498562,1526487,3.27
2013_2421,2013,2421,建準,8256495,306419,2509297,1.22
2013_2428,2013,2428,興勤,4270222,509155,1269482,4.01
2013_2429,2013,2429,銘旺科,634714,-90081,368000,-3.58
2013_2431,2013,2431,聯昌,2572379,56016,1109270,0.5
2013_2437,2013,2437,旺詮,2926356,276316,607688,4.7
2013_2440,2013,2440,太空梭,2171502,-75963,1391173,-0.55
2013_2456,2013,2456,奇力新,3704934,270339,1410768,1.82
2013_2457,2013,2457,飛宏,12081088,152534,2771639,0.55
2013_2460,2013,2460,建通,4022046,14718,1715980,0.09
2013_2462,2013,2462,良得電,4521609,192528,872809,2.21
2013_2467,2013,2467,志聖,3437566,285785,1587445,1.8
2013_2472,2013,2472,立隆電,5710586,371426,1543469,2.42
2013_2476,2013,2476,鉅祥,4579741,345197,2443043,1.41
2013_2478,2013,2478,大毅,3829349,76009,2507336,0.31
2013_2483,2013,2483,百容,1592380,122282,1133338,1.1
2013_2484,2013,2484,希華,2484183,138414,1574760,0.88
2013_2492,2013,2492,華新科,13056483,-504178,6900634,-0.74
2013_2493,2013,2493,揚博,2196683,259654,1144373,2.27
2013_3003,2013,3003,健和興,2782808,312246,1403438,2.24
2013_3011,2013,3011,今皓,2525620,-95178,1127192,-0.84
2013_3015,2013,3015,全漢,15371621,494549,2344658,2.14
2013_3023,2013,3023,信邦,10555261,663263,2076709,3.2
2013_3026,2013,3026,禾伸堂,15898687,695665,2241522,2.44
2013_3032,2013,3032,偉訓,2380649,50076,1032856,0.48
2013_3037,2013,3037,欣興,59934614,1172551,15386060,0.76
2013_3042,2013,3042,晶技,9503583,935161,3097570,3.02
2013_3044,2013,3044,健鼎,40771697,2374586,5256059,4.52
2013_3058,2013,3058,立德,6184466,122572,1715194,0.73
2013_3090,2013,3090,日電貿,6377856,320425,1291534,2.52
2013_3229,2013,3229,晟鈦,697143,52544,935159,0.69
2013_3296,2013,3296,勝德,2552588,-64246,1121164,-0.58
2013_3308,2013,3308,聯德,1963541,-119559,999496,-1.2
2013_3338,2013,3338,泰碩,2801685,143653,697500,2.34
2013_3376,2013,3376,新日興,7767823,873976,1758668,5
2013_3432,2013,3432,台端,1252374,-55088,656260,-0.84
2013_3501,2013,3501,維熹,5277177,476620,1136449,4.25
2013_3533,2013,3533,嘉澤,8061960,725350,934779,7.76
2013_3550,2013,3550,聯穎,4171620,91374,850000,1.07
2013_3605,2013,3605,宏致,3988188,192354,1244009,1.56
2013_3607,2013,3607,谷崧,8056946,417100,1184844,3.57
2013_3645,2013,3645,達邁,967341,99357,1173882,0.85
2013_3653,2013,3653,健策,3552253,289314,1068242,2.73
2013_3679,2013,3679,新至陞,4899886,281448,811643,3.5
2013_4958,2013,4958,F-臻鼎,64483145,5470812,7385968,7.41
2013_4999,2013,4999,鑫禾,2110809,394413,744172,5.52
2013_5469,2013,5469,瀚宇博,51007379,-251118,4579362,-0.56
2013_6108,2013,6108,競國,8047121,158084,1598993,0.99
2013_6115,2013,6115,鎰勝,7876598,645526,1716364,3.84
2013_6133,2013,6133,金橋,1064355,12645,1033342,0.13
2013_6141,2013,6141,柏承,3118956,-67019,1342905,-0.5
2013_6153,2013,6153,嘉聯益,13509274,655255,3247937,2.02
2013_6155,2013,6155,鈞寶,703030,120237,829216,1.45
2013_6165,2013,6165,捷泰,620317,-83255,950091,-0.88
2013_6191,2013,6191,精成科,33189361,-373397,5315469,-0.7
2013_6197,2013,6197,佳必琪,4474155,168036,1734478,0.97
2013_6205,2013,6205,詮欣,2329095,149218,718391,2.08
2013_6213,2013,6213,聯茂,19734932,816984,3323652,2.52
2013_6224,2013,6224,聚鼎,1496174,377285,800018,4.72
2013_6251,2013,6251,定穎,10140523,-255383,2860594,-0.9
2013_6269,2013,6269,台郡,13605211,1927798,2013015,9.64
2013_6282,2013,6282,康舒,24594872,1248173,5189943,2.42
2013_6412,2013,6412,群電,25056004,802447,3533786,2.42
2013_8039,2013,8039,台虹,10138227,1005346,2039254,4.96
2013_8046,2013,8046,南電,32351577,-836215,6461655,-1.29
2013_8103,2013,8103,瀚荃,2521296,274711,750038,3.67
2013_8213,2013,8213,志超,20936485,1149534,2750139,4.46
2013_8249,2013,8249,菱光,4780858,189298,1270550,1.49
2013_2347,2013,2347,聯強,330259753,5273995,15885209,3.32
2013_2348,2013,2348,海悅,872837,338438,856000,4.18
2013_2359,2013,2359,所羅門,5671370,86831,1824160,0.47
2013_2414,2013,2414,精技,14490382,157319,1617358,0.97
2013_2430,2013,2430,燦坤,25687311,520619,1674631,3.11
2013_2459,2013,2459,敦吉,13474347,394074,1420758,2.77
2013_3010,2013,3010,華立,34398398,1159458,2313901,5.01
2013_3028,2013,3028,增你強,30126801,229600,2135839,1.08
2013_3033,2013,3033,威健,33299359,528073,2439864,2.16
2013_3036,2013,3036,文曄,87759131,1304342,3375651,3.86
2013_3040,2013,3040,遠見,206308,31152,900000,0.32
2013_3048,2013,3048,益登,34736756,201855,1611000,1.28
2013_3055,2013,3055,蔚華科,2785793,-503364,1305947,-3.87
2013_3209,2013,3209,全科,19210296,201627,975049,2.07
2013_3312,2013,3312,弘憶股,15749786,106460,906439,1.17
2013_3315,2013,3315,宣昶,8751706,60616,702813,0.86
2013_3702,2013,3702,大聯大,406256031,4756306,16557092,2.87
2013_5434,2013,5434,崇越,15554749,797569,1548131,5.22
2013_6189,2013,6189,豐藝,20164047,578656,1790452,3.23
2013_6281,2013,6281,全國電,14730916,415827,991729,4.19
2013_8070,2013,8070,長華,16004507,440960,794147,5.89
2013_8112,2013,8112,至上,26742710,112324,1838688,0.68
2013_2427,2013,2427,三商電,2229386,-13666,1903145,-0.07
2013_2453,2013,2453,凌群,4868450,94809,1000000,0.95
2013_2468,2013,2468,華經,1453600,30900,699612,0.44
2013_2471,2013,2471,資通,627721,50952,472539,1.08
2013_2480,2013,2480,敦陽科,3651486,266911,1329504,2.01
2013_3021,2013,3021,鴻名,1437661,48221,1082594,0.45
2013_3029,2013,3029,零壹,4306763,82376,947442,0.87
2013_3130,2013,3130,一零四,2197961,241423,329897,7.46
2013_4994,2013,4994,傳奇,1202961,300334,705960,4.25
2013_5203,2013,5203,訊連,2580196,707950,1001429,7.07
2013_6112,2013,6112,聚碩,7515719,210190,833822,2.52
2013_6183,2013,6183,關貿,1549513,193652,1500000,1.29
2013_6214,2013,6214,精誠,15657262,830540,2630693,3.51
2013_2312,2013,2312,金寶,42719450,-4188021,14582332,-3.17
2013_2317,2013,2317,鴻海,3952317540,106697157,131287068,8.16
2013_2354,2013,2354,鴻準,94598086,7027753,13064902,5.39
2013_2360,2013,2360,致茂,10170631,1204892,3767599,3.21
2013_2373,2013,2373,震旦行,10721135,1189544,3374322,3.9
2013_2390,2013,2390,云辰,877941,50875,2153033,0.24
2013_2404,2013,2404,漢唐,11445015,1123228,2382334,4.73
2013_2423,2013,2423,固緯,2095978,122036,1225184,1
2013_2433,2013,2433,互盛電,1993592,801506,1444960,5.55
2013_2461,2013,2461,光群雷,4078901,227852,1674492,1.49
2013_2464,2013,2464,盟立,6591869,347604,1825688,1.9
2013_2474,2013,2474,可成,43245550,13801184,7507031,18.38
2013_2477,2013,2477,美隆電,6480442,1094427,2388151,4.58
2013_2482,2013,2482,連宇,710327,-11033,620725,-0.18
2013_2488,2013,2488,漢平,2372768,274054,799994,3.43
2013_2495,2013,2495,普安,1697869,47191,2824957,0.17
2013_2497,2013,2497,怡利電,3286711,357041,1187985,3.01
2013_3018,2013,3018,同開,663599,-9488,455520,-0.21
2013_3030,2013,3030,德律,4083860,806300,2362160,3.41
2013_3043,2013,3043,科風,1820525,-485191,1948781,-2.68
2013_3305,2013,3305,昇貿,5868269,353921,1188762,3.02
2013_3450,2013,3450,聯鈞,5559865,468512,766422,6.11
2013_3518,2013,3518,柏騰,1446741,94977,850742,1.12
2013_3617,2013,3617,碩天,4911627,424635,792530,5.36
2013_3665,2013,3665,F-貿聯,7111881,563569,797967,7.28
2013_5225,2013,5225,F-東科,5219379,328876,607500,5.41
2013_6139,2013,6139,亞翔,12266048,391467,1882512,2.08
2013_6192,2013,6192,巨路,6240386,639123,1187109,5.38
2013_6196,2013,6196,帆宣,14042274,222615,1650568,1.35
2013_6201,2013,6201,亞弘電,3642635,102790,892000,1.15
2013_6215,2013,6215,和椿,1459418,27610,827897,0.33
2013_8021,2013,8021,尖點,2534972,280315,1578906,1.78
2013_8201,2013,8201,無敵,1799375,-496630,890947,-5.57
2013_1435,2013,1435,中福,23939,-11247,1397801,-0.09
2013_1516,2013,1516,川飛,141731,4481,253147,0.19
2013_2062,2013,2062,橋椿,5927937,905170,1630000,5.55
2013_2514,2013,2514,龍邦,77150173,258340,5632143,0.5
2013_2904,2013,2904,匯僑,515454,151750,690344,2.2
2013_4536,2013,4536,拓凱,6047619,529340,908200,6.31
